"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHE","POP","TOT","AGRWTH","A","1984",0.3597,
"CHE","POP","TOT","AGRWTH","A","1985",0.4424,
"CHE","POP","TOT","AGRWTH","A","1986",0.5217,
"CHE","POP","TOT","AGRWTH","A","1987",0.63,
"CHE","POP","TOT","AGRWTH","A","1988",0.7376,
"CHE","POP","TOT","AGRWTH","A","1989",0.8117,
"CHE","POP","TOT","AGRWTH","A","1990",0.9833,
"CHE","POP","TOT","AGRWTH","A","1991",1.3066,
"CHE","POP","TOT","AGRWTH","A","1992",1.1086,
"CHE","POP","TOT","AGRWTH","A","1993",0.9148,
"CHE","POP","TOT","AGRWTH","A","1994",0.8003,
"CHE","POP","TOT","AGRWTH","A","1995",0.6704,
"CHE","POP","TOT","AGRWTH","A","1996",0.4426,
"CHE","POP","TOT","AGRWTH","A","1997",0.2411,
"CHE","POP","TOT","AGRWTH","A","1998",0.2975,
"CHE","POP","TOT","AGRWTH","A","1999",0.478,
"CHE","POP","TOT","AGRWTH","A","2000",0.5635,
"CHE","POP","TOT","AGRWTH","A","2001",0.5901,
"CHE","POP","TOT","AGRWTH","A","2002",0.804,
"CHE","POP","TOT","AGRWTH","A","2003",0.7446,
"CHE","POP","TOT","AGRWTH","A","2004",0.6897,
"CHE","POP","TOT","AGRWTH","A","2005",0.6426,
"CHE","POP","TOT","AGRWTH","A","2006",0.6295,
"CHE","POP","TOT","AGRWTH","A","2007",0.8976,
"CHE","POP","TOT","AGRWTH","A","2008",1.2787,
"CHE","POP","TOT","AGRWTH","A","2009",1.2573,
"CHE","POP","TOT","AGRWTH","A","2010",1.047,
"CHE","POP","TOT","AGRWTH","A","2011",1.118,
"CHE","POP","TOT","AGRWTH","A","2012",1.0675,
"CHE","POP","TOT","AGRWTH","A","2013",1.1565,
"CHE","POP","TOT","AGRWTH","A","2014",1.2275,
"CHE","POP","TOT","AGRWTH","A","2015",1.1449,
"CHE","POP","TOT","AGRWTH","A","2016",1.0979,
"CHE","POP","TOT","AGRWTH","A","2017",0.9374,
"CHE","POP","TOT","AGRWTH","A","2018",0.7263,
"TUR","POP","TOT","AGRWTH","A","1960",2.8915,
"TUR","POP","TOT","AGRWTH","A","1961",2.6212,
"TUR","POP","TOT","AGRWTH","A","1962",2.494,
"TUR","POP","TOT","AGRWTH","A","1963",2.4921,
"TUR","POP","TOT","AGRWTH","A","1964",2.4922,
"TUR","POP","TOT","AGRWTH","A","1965",2.4941,
"TUR","POP","TOT","AGRWTH","A","1966",2.5265,
"TUR","POP","TOT","AGRWTH","A","1967",2.5488,
"TUR","POP","TOT","AGRWTH","A","1968",2.5526,
"TUR","POP","TOT","AGRWTH","A","1969",2.5516,
"TUR","POP","TOT","AGRWTH","A","1970",2.5491,
"TUR","POP","TOT","AGRWTH","A","1971",2.531,
"TUR","POP","TOT","AGRWTH","A","1972",2.5348,
"TUR","POP","TOT","AGRWTH","A","1973",2.5314,
"TUR","POP","TOT","AGRWTH","A","1974",2.5319,
"TUR","POP","TOT","AGRWTH","A","1975",2.5334,
"TUR","POP","TOT","AGRWTH","A","1976",2.2235,
"TUR","POP","TOT","AGRWTH","A","1977",2.0847,
"TUR","POP","TOT","AGRWTH","A","1978",2.0876,
"TUR","POP","TOT","AGRWTH","A","1979",2.0871,
"TUR","POP","TOT","AGRWTH","A","1980",2.0858,
"TUR","POP","TOT","AGRWTH","A","1981",2.4775,
"TUR","POP","TOT","AGRWTH","A","1982",2.5208,
"TUR","POP","TOT","AGRWTH","A","1983",2.5188,
"TUR","POP","TOT","AGRWTH","A","1984",2.5196,
"TUR","POP","TOT","AGRWTH","A","1985",2.5208,
"TUR","POP","TOT","AGRWTH","A","1986",2.3316,
"TUR","POP","TOT","AGRWTH","A","1987",1.7288,
"TUR","POP","TOT","AGRWTH","A","1988",1.7147,
"TUR","POP","TOT","AGRWTH","A","1989",1.7346,
"TUR","POP","TOT","AGRWTH","A","1990",1.7124,
"TUR","POP","TOT","AGRWTH","A","1991",1.6962,
"TUR","POP","TOT","AGRWTH","A","1992",1.6608,
"TUR","POP","TOT","AGRWTH","A","1993",1.6267,
"TUR","POP","TOT","AGRWTH","A","1994",1.5954,
"TUR","POP","TOT","AGRWTH","A","1995",1.5619,
"TUR","POP","TOT","AGRWTH","A","1996",1.5312,
"TUR","POP","TOT","AGRWTH","A","1997",1.5015,
"TUR","POP","TOT","AGRWTH","A","1998",1.4322,
"TUR","POP","TOT","AGRWTH","A","1999",1.4408,
"TUR","POP","TOT","AGRWTH","A","2000",1.4278,
"TUR","POP","TOT","AGRWTH","A","2001",1.3966,
"TUR","POP","TOT","AGRWTH","A","2002",1.2831,
"TUR","POP","TOT","AGRWTH","A","2003",1.2,
"TUR","POP","TOT","AGRWTH","A","2004",1.2039,
"TUR","POP","TOT","AGRWTH","A","2005",1.2376,
"TUR","POP","TOT","AGRWTH","A","2006",1.2564,
"TUR","POP","TOT","AGRWTH","A","2007",1.2451,
"TUR","POP","TOT","AGRWTH","A","2008",1.2736,
"TUR","POP","TOT","AGRWTH","A","2009",1.3898,
"TUR","POP","TOT","AGRWTH","A","2010",1.531,
"TUR","POP","TOT","AGRWTH","A","2011",1.4785,
"TUR","POP","TOT","AGRWTH","A","2012",1.2828,
"TUR","POP","TOT","AGRWTH","A","2013",1.2926,
"TUR","POP","TOT","AGRWTH","A","2014",1.3582,
"TUR","POP","TOT","AGRWTH","A","2015",1.343,
"TUR","POP","TOT","AGRWTH","A","2016",1.3545,
"TUR","POP","TOT","AGRWTH","A","2017",1.3052,
"TUR","POP","TOT","AGRWTH","A","2018",1.3628,
"GBR","POP","TOT","AGRWTH","A","1960",0.8909,
"GBR","POP","TOT","AGRWTH","A","1961",0.4965,
"GBR","POP","TOT","AGRWTH","A","1962",1.1994,
"GBR","POP","TOT","AGRWTH","A","1963",0.6319,
"GBR","POP","TOT","AGRWTH","A","1964",0.7218,
"GBR","POP","TOT","AGRWTH","A","1965",0.6843,
"GBR","POP","TOT","AGRWTH","A","1966",0.4012,
"GBR","POP","TOT","AGRWTH","A","1967",0.5933,
"GBR","POP","TOT","AGRWTH","A","1968",0.5531,
"GBR","POP","TOT","AGRWTH","A","1969",0.4549,
"GBR","POP","TOT","AGRWTH","A","1970",0.3181,
"GBR","POP","TOT","AGRWTH","A","1971",0.39,
"GBR","POP","TOT","AGRWTH","A","1972",0.3015,
"GBR","POP","TOT","AGRWTH","A","1973",0.2249,
"GBR","POP","TOT","AGRWTH","A","1974",0.0226,
"GBR","POP","TOT","AGRWTH","A","1975",-0.017,
"GBR","POP","TOT","AGRWTH","A","1976",-0.017,
"GBR","POP","TOT","AGRWTH","A","1977",-0.046,
"GBR","POP","TOT","AGRWTH","A","1978",-0.021,
"GBR","POP","TOT","AGRWTH","A","1979",0.1104,
"GBR","POP","TOT","AGRWTH","A","1980",0.1593,
"GBR","POP","TOT","AGRWTH","A","1981",0.0493,
"GBR","POP","TOT","AGRWTH","A","1982",-0.118,
"GBR","POP","TOT","AGRWTH","A","1983",0.0443,
"GBR","POP","TOT","AGRWTH","A","1984",0.1662,
"GBR","POP","TOT","AGRWTH","A","1985",0.2563,
"GBR","POP","TOT","AGRWTH","A","1986",0.2296,
"GBR","POP","TOT","AGRWTH","A","1987",0.2119,
"GBR","POP","TOT","AGRWTH","A","1988",0.198,
"GBR","POP","TOT","AGRWTH","A","1989",0.2811,
"GBR","POP","TOT","AGRWTH","A","1990",0.2821,
"GBR","POP","TOT","AGRWTH","A","1991",0.3514,
"GBR","POP","TOT","AGRWTH","A","1992",0.2539,
"GBR","POP","TOT","AGRWTH","A","1993",0.2246,
"GBR","POP","TOT","AGRWTH","A","1994",0.2568,
"GBR","POP","TOT","AGRWTH","A","1995",0.2811,
"GBR","POP","TOT","AGRWTH","A","1996",0.2405,
"GBR","POP","TOT","AGRWTH","A","1997",0.2576,
"GBR","POP","TOT","AGRWTH","A","1998",0.2755,
"GBR","POP","TOT","AGRWTH","A","1999",0.3582,
"GBR","POP","TOT","AGRWTH","A","2000",0.3435,
"GBR","POP","TOT","AGRWTH","A","2001",0.3854,
"GBR","POP","TOT","AGRWTH","A","2002",0.4274,
"GBR","POP","TOT","AGRWTH","A","2003",0.4564,
"GBR","POP","TOT","AGRWTH","A","2004",0.526,
"GBR","POP","TOT","AGRWTH","A","2005",0.7721,
"GBR","POP","TOT","AGRWTH","A","2006",0.6849,
"GBR","POP","TOT","AGRWTH","A","2007",0.8088,
"GBR","POP","TOT","AGRWTH","A","2008",0.823,
"GBR","POP","TOT","AGRWTH","A","2009",0.7063,
"GBR","POP","TOT","AGRWTH","A","2010",0.8014,
"GBR","POP","TOT","AGRWTH","A","2011",0.8376,
"GBR","POP","TOT","AGRWTH","A","2012",0.6634,
"GBR","POP","TOT","AGRWTH","A","2013",0.6288,
"GBR","POP","TOT","AGRWTH","A","2014",0.766,
"GBR","POP","TOT","AGRWTH","A","2015",0.7945,
"GBR","POP","TOT","AGRWTH","A","2016",0.8263,
"GBR","POP","TOT","AGRWTH","A","2017",0.5973,
"GBR","POP","TOT","AGRWTH","A","2018",0.5986,
"USA","POP","TOT","AGRWTH","A","1960",1.5978,
"USA","POP","TOT","AGRWTH","A","1961",1.6717,
"USA","POP","TOT","AGRWTH","A","1962",1.5494,
"USA","POP","TOT","AGRWTH","A","1963",1.4496,
"USA","POP","TOT","AGRWTH","A","1964",1.3987,
"USA","POP","TOT","AGRWTH","A","1965",1.2581,
"USA","POP","TOT","AGRWTH","A","1966",1.1617,
"USA","POP","TOT","AGRWTH","A","1967",1.0946,
"USA","POP","TOT","AGRWTH","A","1968",1.0034,
"USA","POP","TOT","AGRWTH","A","1969",0.9819,
"USA","POP","TOT","AGRWTH","A","1970",1.1719,
"USA","POP","TOT","AGRWTH","A","1971",1.2721,
"USA","POP","TOT","AGRWTH","A","1972",1.0764,
"USA","POP","TOT","AGRWTH","A","1973",0.9589,
"USA","POP","TOT","AGRWTH","A","1974",0.9179,
"USA","POP","TOT","AGRWTH","A","1975",0.9909,
"USA","POP","TOT","AGRWTH","A","1976",0.9547,
"USA","POP","TOT","AGRWTH","A","1977",1.0109,
"USA","POP","TOT","AGRWTH","A","1978",1.0648,
"USA","POP","TOT","AGRWTH","A","1979",1.1101,
"USA","POP","TOT","AGRWTH","A","1980",0.9638,
"USA","POP","TOT","AGRWTH","A","1981",0.9862,
"USA","POP","TOT","AGRWTH","A","1982",0.9582,
"USA","POP","TOT","AGRWTH","A","1983",0.9183,
"USA","POP","TOT","AGRWTH","A","1984",0.8695,
"USA","POP","TOT","AGRWTH","A","1985",0.89,
"USA","POP","TOT","AGRWTH","A","1986",0.9284,
"USA","POP","TOT","AGRWTH","A","1987",0.8978,
"USA","POP","TOT","AGRWTH","A","1988",0.9121,
"USA","POP","TOT","AGRWTH","A","1989",0.9489,
"USA","POP","TOT","AGRWTH","A","1990",1.1358,
"USA","POP","TOT","AGRWTH","A","1991",1.3452,
"USA","POP","TOT","AGRWTH","A","1992",1.3966,
"USA","POP","TOT","AGRWTH","A","1993",1.3271,
"USA","POP","TOT","AGRWTH","A","1994",1.2339,
"USA","POP","TOT","AGRWTH","A","1995",1.1981,
"USA","POP","TOT","AGRWTH","A","1996",1.1701,
"USA","POP","TOT","AGRWTH","A","1997",1.2073,
"USA","POP","TOT","AGRWTH","A","1998",1.1763,
"USA","POP","TOT","AGRWTH","A","1999",1.1549,
"USA","POP","TOT","AGRWTH","A","2000",1.1189,
"USA","POP","TOT","AGRWTH","A","2001",0.9946,
"USA","POP","TOT","AGRWTH","A","2002",0.9321,
"USA","POP","TOT","AGRWTH","A","2003",0.8631,
"USA","POP","TOT","AGRWTH","A","2004",0.9297,
"USA","POP","TOT","AGRWTH","A","2005",0.9259,
"USA","POP","TOT","AGRWTH","A","2006",0.9689,
"USA","POP","TOT","AGRWTH","A","2007",0.9555,
"USA","POP","TOT","AGRWTH","A","2008",0.9503,
"USA","POP","TOT","AGRWTH","A","2009",0.8805,
"USA","POP","TOT","AGRWTH","A","2010",0.8327,
"USA","POP","TOT","AGRWTH","A","2011",0.7286,
"USA","POP","TOT","AGRWTH","A","2012",0.7363,
"USA","POP","TOT","AGRWTH","A","2013",0.6956,
"USA","POP","TOT","AGRWTH","A","2014",0.7367,
"USA","POP","TOT","AGRWTH","A","2015",0.74,
"USA","POP","TOT","AGRWTH","A","2016",0.726,
"USA","POP","TOT","AGRWTH","A","2017",0.6425,
"USA","POP","TOT","AGRWTH","A","2018",0.6213,
"BRA","POP","TOT","AGRWTH","A","1960",2.9381,
"BRA","POP","TOT","AGRWTH","A","1961",2.9695,
"BRA","POP","TOT","AGRWTH","A","1962",2.9878,
"BRA","POP","TOT","AGRWTH","A","1963",2.9785,
"BRA","POP","TOT","AGRWTH","A","1964",2.9353,
"BRA","POP","TOT","AGRWTH","A","1965",2.8697,
"BRA","POP","TOT","AGRWTH","A","1966",2.8021,
"BRA","POP","TOT","AGRWTH","A","1967",2.7418,
"BRA","POP","TOT","AGRWTH","A","1968",2.6824,
"BRA","POP","TOT","AGRWTH","A","1969",2.6259,
"BRA","POP","TOT","AGRWTH","A","1970",2.5735,
"BRA","POP","TOT","AGRWTH","A","1971",2.5199,
"BRA","POP","TOT","AGRWTH","A","1972",2.4707,
"BRA","POP","TOT","AGRWTH","A","1973",2.4371,
"BRA","POP","TOT","AGRWTH","A","1974",2.4224,
"BRA","POP","TOT","AGRWTH","A","1975",2.42,
"BRA","POP","TOT","AGRWTH","A","1976",2.4169,
"BRA","POP","TOT","AGRWTH","A","1977",2.4087,
"BRA","POP","TOT","AGRWTH","A","1978",2.4008,
"BRA","POP","TOT","AGRWTH","A","1979",2.3922,
"BRA","POP","TOT","AGRWTH","A","1980",3.1593,
"BRA","POP","TOT","AGRWTH","A","1981",2.2326,
"BRA","POP","TOT","AGRWTH","A","1982",2.2413,
"BRA","POP","TOT","AGRWTH","A","1983",2.2175,
"BRA","POP","TOT","AGRWTH","A","1984",2.1496,
"BRA","POP","TOT","AGRWTH","A","1985",2.0574,
"BRA","POP","TOT","AGRWTH","A","1986",1.9731,
"BRA","POP","TOT","AGRWTH","A","1987",1.8895,
"BRA","POP","TOT","AGRWTH","A","1988",1.8183,
"BRA","POP","TOT","AGRWTH","A","1989",1.7672,
"BRA","POP","TOT","AGRWTH","A","1990",1.7361,
"BRA","POP","TOT","AGRWTH","A","1991",1.7004,
"BRA","POP","TOT","AGRWTH","A","1992",1.6544,
"BRA","POP","TOT","AGRWTH","A","1993",1.6108,
"BRA","POP","TOT","AGRWTH","A","1994",1.5701,
"BRA","POP","TOT","AGRWTH","A","1995",1.5322,
"BRA","POP","TOT","AGRWTH","A","1996",1.5012,
"BRA","POP","TOT","AGRWTH","A","1997",1.4772,
"BRA","POP","TOT","AGRWTH","A","1998",1.4557,
"BRA","POP","TOT","AGRWTH","A","1999",1.4368,
"BRA","POP","TOT","AGRWTH","A","2000",1.6001,
"BRA","POP","TOT","AGRWTH","A","2001",1.4058,
"BRA","POP","TOT","AGRWTH","A","2002",1.2999,
"BRA","POP","TOT","AGRWTH","A","2003",1.2375,
"BRA","POP","TOT","AGRWTH","A","2004",1.1934,
"BRA","POP","TOT","AGRWTH","A","2005",1.1626,
"BRA","POP","TOT","AGRWTH","A","2006",1.1192,
"BRA","POP","TOT","AGRWTH","A","2007",1.0566,
"BRA","POP","TOT","AGRWTH","A","2008",1.0431,
"BRA","POP","TOT","AGRWTH","A","2009",1.0316,
"BRA","POP","TOT","AGRWTH","A","2010",0.9896,
"BRA","POP","TOT","AGRWTH","A","2011",0.8789,
"BRA","POP","TOT","AGRWTH","A","2012",0.8703,
"BRA","POP","TOT","AGRWTH","A","2013",0.8518,
"BRA","POP","TOT","AGRWTH","A","2014",0.8566,
"BRA","POP","TOT","AGRWTH","A","2015",0.8715,
"BRA","POP","TOT","AGRWTH","A","2016",0.826,
"BRA","POP","TOT","AGRWTH","A","2017",0.8033,
"BRA","POP","TOT","AGRWTH","A","2018",0.8172,
"CHL","POP","TOT","AGRWTH","A","1960",2.3551,
"CHL","POP","TOT","AGRWTH","A","1961",2.6254,
"CHL","POP","TOT","AGRWTH","A","1962",2.5582,
"CHL","POP","TOT","AGRWTH","A","1963",2.4944,
"CHL","POP","TOT","AGRWTH","A","1964",2.4337,
"CHL","POP","TOT","AGRWTH","A","1965",2.3759,
"CHL","POP","TOT","AGRWTH","A","1966",2.1349,
"CHL","POP","TOT","AGRWTH","A","1967",2.0903,
"CHL","POP","TOT","AGRWTH","A","1968",2.0475,
"CHL","POP","TOT","AGRWTH","A","1969",2.0064,
"CHL","POP","TOT","AGRWTH","A","1970",1.9669,
"CHL","POP","TOT","AGRWTH","A","1971",1.763,
"CHL","POP","TOT","AGRWTH","A","1972",1.7325,
"CHL","POP","TOT","AGRWTH","A","1973",1.7029,
"CHL","POP","TOT","AGRWTH","A","1974",1.6745,
"CHL","POP","TOT","AGRWTH","A","1975",1.6469,
"CHL","POP","TOT","AGRWTH","A","1976",1.4615,
"CHL","POP","TOT","AGRWTH","A","1977",1.4404,
"CHL","POP","TOT","AGRWTH","A","1978",1.42,
"CHL","POP","TOT","AGRWTH","A","1979",1.4001,
"CHL","POP","TOT","AGRWTH","A","1980",1.3807,
"CHL","POP","TOT","AGRWTH","A","1981",1.6609,
"CHL","POP","TOT","AGRWTH","A","1982",1.6338,
"CHL","POP","TOT","AGRWTH","A","1983",1.6075,
"CHL","POP","TOT","AGRWTH","A","1984",1.5821,
"CHL","POP","TOT","AGRWTH","A","1985",1.5575,
"CHL","POP","TOT","AGRWTH","A","1986",1.7791,
"CHL","POP","TOT","AGRWTH","A","1987",1.748,
"CHL","POP","TOT","AGRWTH","A","1988",1.718,
"CHL","POP","TOT","AGRWTH","A","1989",1.689,
"CHL","POP","TOT","AGRWTH","A","1990",1.661,
"CHL","POP","TOT","AGRWTH","A","1991",1.8456,
"CHL","POP","TOT","AGRWTH","A","1992",2.3472,
"CHL","POP","TOT","AGRWTH","A","1993",1.5993,
"CHL","POP","TOT","AGRWTH","A","1994",1.5408,
"CHL","POP","TOT","AGRWTH","A","1995",1.4777,
"CHL","POP","TOT","AGRWTH","A","1996",1.4164,
"CHL","POP","TOT","AGRWTH","A","1997",1.3559,
"CHL","POP","TOT","AGRWTH","A","1998",1.3001,
"CHL","POP","TOT","AGRWTH","A","1999",1.2517,
"CHL","POP","TOT","AGRWTH","A","2000",1.1935,
"CHL","POP","TOT","AGRWTH","A","2001",1.1517,
"CHL","POP","TOT","AGRWTH","A","2002",1.106,
"CHL","POP","TOT","AGRWTH","A","2003",1.0532,
"CHL","POP","TOT","AGRWTH","A","2004",1.0415,
"CHL","POP","TOT","AGRWTH","A","2005",1.007,
"CHL","POP","TOT","AGRWTH","A","2006",1.0158,
"CHL","POP","TOT","AGRWTH","A","2007",1.0401,
"CHL","POP","TOT","AGRWTH","A","2008",1.0886,
"CHL","POP","TOT","AGRWTH","A","2009",1.0978,
"CHL","POP","TOT","AGRWTH","A","2010",1.0831,
"CHL","POP","TOT","AGRWTH","A","2011",1.1148,
"CHL","POP","TOT","AGRWTH","A","2012",1.0973,
"CHL","POP","TOT","AGRWTH","A","2013",0.9654,
"CHL","POP","TOT","AGRWTH","A","2014",0.9977,
"CHL","POP","TOT","AGRWTH","A","2015",1.0333,
"CHL","POP","TOT","AGRWTH","A","2016",1.089,
"CHL","POP","TOT","AGRWTH","A","2017",1.3873,
"CHL","POP","TOT","AGRWTH","A","2018",1.8036,
"COL","POP","TOT","AGRWTH","A","1960",3.0353,
"COL","POP","TOT","AGRWTH","A","1961",3.0456,
"COL","POP","TOT","AGRWTH","A","1962",3.0493,
"COL","POP","TOT","AGRWTH","A","1963",3.0478,
"COL","POP","TOT","AGRWTH","A","1964",3.0411,
"COL","POP","TOT","AGRWTH","A","1965",3.0257,
"COL","POP","TOT","AGRWTH","A","1966",3.0152,
"COL","POP","TOT","AGRWTH","A","1967",2.9912,
"COL","POP","TOT","AGRWTH","A","1968",2.9229,
"COL","POP","TOT","AGRWTH","A","1969",2.8026,
"COL","POP","TOT","AGRWTH","A","1970",2.6535,
"COL","POP","TOT","AGRWTH","A","1971",2.4965,
"COL","POP","TOT","AGRWTH","A","1972",2.3651,
"COL","POP","TOT","AGRWTH","A","1973",2.2798,
"COL","POP","TOT","AGRWTH","A","1974",2.2535,
"COL","POP","TOT","AGRWTH","A","1975",2.2676,
"COL","POP","TOT","AGRWTH","A","1976",2.2879,
"COL","POP","TOT","AGRWTH","A","1977",2.2971,
"COL","POP","TOT","AGRWTH","A","1978",2.3047,
"COL","POP","TOT","AGRWTH","A","1979",2.3067,
"COL","POP","TOT","AGRWTH","A","1980",2.3028,
"COL","POP","TOT","AGRWTH","A","1981",2.3004,
"COL","POP","TOT","AGRWTH","A","1982",2.2947,
"COL","POP","TOT","AGRWTH","A","1983",2.2734,
"COL","POP","TOT","AGRWTH","A","1984",2.2332,
"COL","POP","TOT","AGRWTH","A","1985",1.4897,
"COL","POP","TOT","AGRWTH","A","1986",2.0705,
"COL","POP","TOT","AGRWTH","A","1987",2.0896,
"COL","POP","TOT","AGRWTH","A","1988",2.0878,
"COL","POP","TOT","AGRWTH","A","1989",2.0746,
"COL","POP","TOT","AGRWTH","A","1990",2.0423,
"COL","POP","TOT","AGRWTH","A","1991",2.0525,
"COL","POP","TOT","AGRWTH","A","1992",1.982,
"COL","POP","TOT","AGRWTH","A","1993",1.9317,
"COL","POP","TOT","AGRWTH","A","1994",1.7863,
"COL","POP","TOT","AGRWTH","A","1995",1.6776,
"COL","POP","TOT","AGRWTH","A","1996",1.5901,
"COL","POP","TOT","AGRWTH","A","1997",1.4911,
"COL","POP","TOT","AGRWTH","A","1998",1.4203,
"COL","POP","TOT","AGRWTH","A","1999",1.3942,
"COL","POP","TOT","AGRWTH","A","2000",1.4214,
"COL","POP","TOT","AGRWTH","A","2001",1.2854,
"COL","POP","TOT","AGRWTH","A","2002",1.2625,
"COL","POP","TOT","AGRWTH","A","2003",1.2585,
"COL","POP","TOT","AGRWTH","A","2004",1.2414,
"COL","POP","TOT","AGRWTH","A","2005",1.2275,
"COL","POP","TOT","AGRWTH","A","2006",1.2062,
"COL","POP","TOT","AGRWTH","A","2007",1.2002,
"COL","POP","TOT","AGRWTH","A","2008",1.1933,
"COL","POP","TOT","AGRWTH","A","2009",1.1871,
"COL","POP","TOT","AGRWTH","A","2010",1.18,
"COL","POP","TOT","AGRWTH","A","2011",1.1756,
"COL","POP","TOT","AGRWTH","A","2012",1.1667,
"COL","POP","TOT","AGRWTH","A","2013",1.1576,
"COL","POP","TOT","AGRWTH","A","2014",1.1474,
"COL","POP","TOT","AGRWTH","A","2015",1.1363,
"COL","POP","TOT","AGRWTH","A","2016",1.1291,
"COL","POP","TOT","AGRWTH","A","2017",1.1157,
"COL","POP","TOT","AGRWTH","A","2018",1.1008,
"EST","POP","TOT","AGRWTH","A","1960",1.0556,
"EST","POP","TOT","AGRWTH","A","1961",1.1242,
"EST","POP","TOT","AGRWTH","A","1962",1.1846,
"EST","POP","TOT","AGRWTH","A","1963",1.2157,
"EST","POP","TOT","AGRWTH","A","1964",1.208,
"EST","POP","TOT","AGRWTH","A","1965",1.1728,
"EST","POP","TOT","AGRWTH","A","1966",1.1307,
"EST","POP","TOT","AGRWTH","A","1967",1.0925,
"EST","POP","TOT","AGRWTH","A","1968",1.0559,
"EST","POP","TOT","AGRWTH","A","1969",1.0232,
"EST","POP","TOT","AGRWTH","A","1970",0.9843,
"EST","POP","TOT","AGRWTH","A","1971",1.241,
"EST","POP","TOT","AGRWTH","A","1972",1.1302,
"EST","POP","TOT","AGRWTH","A","1973",0.9646,
"EST","POP","TOT","AGRWTH","A","1974",0.869,
"EST","POP","TOT","AGRWTH","A","1975",0.7885,
"EST","POP","TOT","AGRWTH","A","1976",0.7152,
"EST","POP","TOT","AGRWTH","A","1977",0.7387,
"EST","POP","TOT","AGRWTH","A","1978",0.6879,
"EST","POP","TOT","AGRWTH","A","1979",0.5578,
"EST","POP","TOT","AGRWTH","A","1980",0.6051,
"EST","POP","TOT","AGRWTH","A","1981",0.7072,
"EST","POP","TOT","AGRWTH","A","1982",0.7224,
"EST","POP","TOT","AGRWTH","A","1983",0.6894,
"EST","POP","TOT","AGRWTH","A","1984",0.6543,
"EST","POP","TOT","AGRWTH","A","1985",0.6692,
"EST","POP","TOT","AGRWTH","A","1986",0.7462,
"EST","POP","TOT","AGRWTH","A","1987",0.7811,
"EST","POP","TOT","AGRWTH","A","1988",0.6235,
"EST","POP","TOT","AGRWTH","A","1989",0.3989,
"EST","POP","TOT","AGRWTH","A","1990",0.0665,
"EST","POP","TOT","AGRWTH","A","1991",-0.5,
"EST","POP","TOT","AGRWTH","A","1992",-1.807,
"EST","POP","TOT","AGRWTH","A","1993",-2.541,
"EST","POP","TOT","AGRWTH","A","1994",-2.115,
"EST","POP","TOT","AGRWTH","A","1995",-1.769,
"EST","POP","TOT","AGRWTH","A","1996",-1.464,
"EST","POP","TOT","AGRWTH","A","1997",-1.134,
"EST","POP","TOT","AGRWTH","A","1998",-0.955,
"EST","POP","TOT","AGRWTH","A","1999",-0.757,
"EST","POP","TOT","AGRWTH","A","2000",1.5506,
"EST","POP","TOT","AGRWTH","A","2001",-0.634,
"EST","POP","TOT","AGRWTH","A","2002",-0.631,
"EST","POP","TOT","AGRWTH","A","2003",-0.625,
"EST","POP","TOT","AGRWTH","A","2004",-0.596,
"EST","POP","TOT","AGRWTH","A","2005",-0.57,
"EST","POP","TOT","AGRWTH","A","2006",-0.587,
"EST","POP","TOT","AGRWTH","A","2007",-0.455,
"EST","POP","TOT","AGRWTH","A","2008",-0.267,
"EST","POP","TOT","AGRWTH","A","2009",-0.192,
"EST","POP","TOT","AGRWTH","A","2010",-0.227,
"EST","POP","TOT","AGRWTH","A","2011",-0.303,
"EST","POP","TOT","AGRWTH","A","2012",-0.357,
"EST","POP","TOT","AGRWTH","A","2013",-0.355,
"EST","POP","TOT","AGRWTH","A","2014",-0.261,
"EST","POP","TOT","AGRWTH","A","2015",0.0047,
"EST","POP","TOT","AGRWTH","A","2016",0.0899,
"EST","POP","TOT","AGRWTH","A","2017",0.1211,
"EST","POP","TOT","AGRWTH","A","2018",0.3486,
"ISR","POP","TOT","AGRWTH","A","1960",17.111,
"ISR","POP","TOT","AGRWTH","A","1961",3.8969,
"ISR","POP","TOT","AGRWTH","A","1962",4.3684,
"ISR","POP","TOT","AGRWTH","A","1963",4.2156,
"ISR","POP","TOT","AGRWTH","A","1964",3.9298,
"ISR","POP","TOT","AGRWTH","A","1965",2.8824,
"ISR","POP","TOT","AGRWTH","A","1966",2.2706,
"ISR","POP","TOT","AGRWTH","A","1967",1.9041,
"ISR","POP","TOT","AGRWTH","A","1968",3.6447,
"ISR","POP","TOT","AGRWTH","A","1969",2.5795,
"ISR","POP","TOT","AGRWTH","A","1970",2.7473,
"ISR","POP","TOT","AGRWTH","A","1971",2.9544,
"ISR","POP","TOT","AGRWTH","A","1972",5.8904,
"ISR","POP","TOT","AGRWTH","A","1973",1.6403,
"ISR","POP","TOT","AGRWTH","A","1974",3.0293,
"ISR","POP","TOT","AGRWTH","A","1975",2.3125,
"ISR","POP","TOT","AGRWTH","A","1976",2.2516,
"ISR","POP","TOT","AGRWTH","A","1977",2.2614,
"ISR","POP","TOT","AGRWTH","A","1978",2.2031,
"ISR","POP","TOT","AGRWTH","A","1979",2.5402,
"ISR","POP","TOT","AGRWTH","A","1980",2.4112,
"ISR","POP","TOT","AGRWTH","A","1981",1.8593,
"ISR","POP","TOT","AGRWTH","A","1982",1.795,
"ISR","POP","TOT","AGRWTH","A","1983",2.124,
